chr	start	end
chr7	158648485	158648985
chr7	158784262	158784762
chr7	158823179	158823679
chr7	158938008	158938508
chr8	639394	639894
chr8	652164	652664
chr8	689831	690331
chr8	1094751	1095251
chr8	1113559	1114059
chr8	1151326	1151826
chr8	1304839	1305339
chr8	1710735	1711235
chr8	1764829	1765329
chr8	1829749	1830249
chr8	1951246	1951746
chr8	1958427	1958927
chr8	1971910	1972410
chr8	2418936	2419436
chr8	4852469	4852969
chr8	6664078	6664578
chr8	8244560	8245060
chr8	8749153	8749653
chr8	8820767	8821267
chr8	9756178	9756678
chr8	10192441	10192941
chr8	10589317	10589817
chr8	10872325	10872825
chr8	11203826	11204326
chr8	11422337	11422837
chr8	11537268	11537768
chr8	11561100	11561600
chr8	11626592	11627092
chr8	11666274	11666774
chr8	11726560	11727060
chr8	12809799	12810299
chr8	15093738	15094238
chr8	15398137	15398637
chr8	18244956	18245456
chr8	18872573	18873073
chr8	19459406	19459906
chr8	19673764	19674264
chr8	20160312	20160812
chr8	21647409	21647909
chr8	21882246	21882746
chr8	21905462	21905962
chr8	22458092	22458592
chr8	22547487	22547987
chr8	22960385	22960885
chr8	23083457	23083957
chr8	23563339	23563839
chr8	24771409	24771909
chr8	24858510	24859010
chr8	25908201	25908701
chr8	26369673	26370173
chr8	26433873	26434373
chr8	26721643	26722143
chr8	27183091	27183591
chr8	27449752	27450252
chr8	28244185	28244685
chr8	28258184	28258684
chr8	29210165	29210665
chr8	29952136	29952636
chr8	30240917	30241417
chr8	30514171	30514671
chr8	31498026	31498526
chr8	33422940	33423440
chr8	37555445	37555945
chr8	37655549	37656049
chr8	37755455	37755955
chr8	37823487	37823987
chr8	37889193	37889693
chr8	38125598	38126098
chr8	38240843	38241343
chr8	38644974	38645474
chr8	38757458	38757958
chr8	38831593	38832093
chr8	41424342	41424842
chr8	41434861	41435361
chr8	41511417	41511917
chr8	41583136	41583636
chr8	41624056	41624556
chr8	41654876	41655376
chr8	41686249	41686749
chr8	41733036	41733536
chr8	41909874	41910374
chr8	42009724	42010224
chr8	42248556	42249056
chr8	42947533	42948033
chr8	43101990	43102490
chr8	47528990	47529490
chr8	48100664	48101164
chr8	48871959	48872459
chr8	48920338	48920838
chr8	49292202	49292702
chr8	49308564	49309064
chr8	49427075	49427575
chr8	49648203	49648703
chr8	53478545	53479045
chr8	53851702	53852202
chr8	54569668	54570168
chr8	54795082	54795582
chr8	54935166	54935666
chr8	55014525	55015025
chr8	55047206	55047706
chr8	55367181	55367681
chr8	55382429	55382929
chr8	56793116	56793616
chr8	57232871	57233371
chr8	58054946	58055446
chr8	59058168	59058668
chr8	60032635	60033135
chr8	61428675	61429175
chr8	61822859	61823359
chr8	61835200	61835700
chr8	62052147	62052647
chr8	65291904	65292404
chr8	65498604	65499104
chr8	65711491	65711991
chr8	67026846	67027346
chr8	67090250	67090750
chr8	67340297	67340797
chr8	67351788	67352288
chr8	67417089	67417589
chr8	67454046	67454546
chr8	67836481	67836981
chr8	67875389	67875889
chr8	67975441	67975941
chr8	70744599	70745099
chr8	70945391	70945891
chr8	70981374	70981874
chr8	71316646	71317146
chr8	72460065	72460565
chr8	72469061	72469561
chr8	72757375	72757875
chr8	72916806	72917306
chr8	75234150	75234650
chr8	75263022	75263522
chr8	79427934	79428434
chr8	80803189	80803689
chr8	82191879	82192379
chr8	82542799	82543299
chr8	82754555	82755055
chr8	86350266	86350766
chr8	86377001	86377501
chr8	87081654	87082154
chr8	87527061	87527561
chr8	93113557	93114057
chr8	95962252	95962752
chr8	96085270	96085770
chr8	96280345	96280845
chr8	97157264	97157764
chr8	97167732	97168232
chr8	98290105	98290605
chr8	99961021	99961521
chr8	99985585	99986085
chr8	101118423	101118923
chr8	102236154	102236654
chr8	102504479	102504979
chr8	103135415	103135915
chr8	103669158	103669658
chr8	103819621	103820121
chr8	106330019	106330519
chr8	107281032	107281532
chr8	110657796	110658296
chr8	116679699	116680199
chr8	119121975	119122475
chr8	120868286	120868786
chr8	121136365	121136865
chr8	124085403	124085903
chr8	124170540	124171040
chr8	124552040	124552540
chr8	125385318	125385818
chr8	125741186	125741686
chr8	126011437	126011937
chr8	127569177	127569677
chr8	128750251	128750751
chr8	128806082	128806582
chr8	130995922	130996422
chr8	131027492	131027992
chr8	131371088	131371588
chr8	131454749	131455249
chr8	132051704	132052204
chr8	133687074	133687574
chr8	135490787	135491287
chr8	135724271	135724771
chr8	140717586	140718086
chr8	141557665	141558165
chr8	142139709	142140209
chr8	142222192	142222692
chr8	142984424	142984924
chr8	143397265	143397765
chr8	143781082	143781582
chr8	143858280	143858780
chr8	144105676	144106176
chr8	144360998	144361498
chr8	144373947	144374447
chr8	144631768	144632268
chr8	144639897	144640397
chr8	144680989	144681489
chr8	144698829	144699329
chr8	144822670	144823170
chr8	144852778	144853278
chr8	144993771	144994271
chr8	145008909	145009409
chr8	145047794	145048294
chr8	145064920	145065420
chr8	145105632	145106132
chr8	145559343	145559843
chr8	145582599	145583099
chr8	145638391	145638891
chr8	145654435	145654935
chr8	145685890	145686390
chr8	145698380	145698880
chr8	145749461	145749961
chr8	145911677	145912177
chr8	145925411	145925911
chr8	145938993	145939493
chr8	146024903	146025403
chr8	146276255	146276755
chr9	707022	707522
chr9	969530	970030
chr9	1048418	1048918
chr9	2241338	2241838
chr9	2620809	2621309
chr9	4662753	4663253
chr9	4680326	4680826
chr9	4739195	4739695
chr9	5339527	5340027
chr9	5438067	5438567
chr9	6412354	6412854
chr9	6715477	6715977
chr9	6759337	6759837
chr9	13278313	13278813
chr9	14315953	14316453
chr9	14345766	14346266
chr9	15553734	15554234
chr9	16828936	16829436
chr9	16869624	16870124
chr9	17907420	17907920
chr9	18438557	18439057
chr9	19102971	19103471
chr9	19126680	19127180
chr9	19229724	19230224
chr9	19934352	19934852
chr9	21403002	21403502
chr9	21967097	21967597
chr9	21995774	21996274
chr9	22005388	22005888
chr9	25678495	25678995
chr9	27527858	27528358
chr9	32525145	32525645
chr9	33024083	33024583
chr9	33043746	33044246
chr9	33750520	33751020
chr9	34379774	34380274
chr9	34457376	34457876
chr9	34590114	34590614
chr9	34623513	34624013
chr9	34665931	34666431
chr9	34990056	34990556
chr9	35675149	35675649
chr9	35690111	35690611
chr9	35792324	35792824
chr9	35972144	35972644
chr9	36572204	36572704
chr9	36986987	36987487
chr9	37080451	37080951
chr9	37467315	37467815
chr9	37904631	37905131
chr9	38067184	38067684
chr9	39078690	39079190
chr9	39132860	39133360
chr9	41936424	41936924
chr9	44118138	44118638
chr9	45356018	45356518
chr9	66455268	66455768
chr9	66493671	66494171
chr9	68376977	68377477
chr9	69065082	69065582
chr9	70646040	70646540
chr9	71627908	71628408
chr9	71737575	71738075
chr9	71788216	71788716
chr9	74061014	74061514
chr9	74764742	74765242
chr9	77115279	77115779
chr9	77502594	77503094
chr9	79637911	79638411
chr9	82188480	82188980
chr9	84305140	84305640
chr9	86755886	86756386
chr9	88714706	88715206
chr9	90340216	90340716
chr9	91002242	91002742
chr9	91605765	91606265
chr9	91932785	91933285
chr9	93404477	93404977
chr9	93880226	93880726
chr9	94662566	94663066
chr9	95821245	95821745
chr9	95947648	95948148
chr9	96080114	96080614
chr9	96212341	96212841
chr9	96337541	96338041
chr9	96623111	96623611
chr9	96714617	96715117
chr9	97402287	97402787
chr9	97807451	97807951
chr9	97848141	97848641
chr9	98277629	98278129
chr9	98315342	98315842
chr9	98784717	98785217
chr9	98789495	98789995
chr9	98981494	98981994
chr9	99146025	99146525
chr9	99380315	99380815
chr9	99637346	99637846
chr9	99839208	99839708
chr9	99984711	99985211
chr9	99999964	100000464
chr9	100069891	100070391
chr9	100264676	100265176
chr9	100461597	100462097
chr9	100619697	100620197
chr9	100747483	100747983
chr9	100850200	100850700
chr9	102587292	102587792
chr9	104499350	104499850
chr9	110253749	110254249
chr9	110399675	110400175
chr9	112081403	112081903
chr9	112810859	112811359
chr9	114361911	114362411
chr9	115652447	115652947
chr9	115824337	115824837
chr9	116162709	116163209
chr9	116450146	116450646
chr9	116663378	116663878
chr9	116918776	116919276
chr9	123690272	123690772
chr9	123836203	123836703
chr9	124132558	124133058
chr9	124359939	124360439
chr9	124462968	124463468
chr9	124498514	124499014
chr9	124888950	124889450
chr9	124982754	124983254
chr9	124988244	124988744
chr9	125704099	125704599
chr9	126101278	126101778
chr9	126135197	126135697
chr9	126777664	126778164
chr9	126783022	126783522
chr9	127020750	127021250
chr9	127215625	127216125
chr9	127240132	127240632
chr9	127249046	127249546
chr9	127265171	127265671
chr9	127538740	127539240
chr9	127614933	127615433
chr9	127704132	127704632
chr9	128021934	128022434
chr9	128510822	128511322
chr9	129244738	129245238
chr9	129261862	129262362
chr9	129377738	129378238
chr9	129433767	129434267
chr9	129677765	129678265
chr9	129988065	129988565
chr9	130006730	130007230
chr9	130271238	130271738
chr9	130478196	130478696
chr9	130486840	130487340
chr9	130504094	130504594
chr9	130516408	130516908
chr9	130674547	130675047
chr9	130692379	130692879
chr9	130700760	130701260
chr9	130743516	130744016
chr9	130955020	130955520
chr9	130996711	130997211
chr9	131011955	131012455
chr9	131101951	131102451
chr9	131154847	131155347
chr9	131265839	131266339
chr9	131449973	131450473
chr9	131465344	131465844
chr9	131842432	131842932
chr9	131872125	131872625
chr9	132098624	132099124
chr9	132146077	132146577
chr9	132198862	132199362
chr9	132245402	132245902
chr9	132329219	132329719
chr9	132382933	132383433
chr9	132387345	132387845
chr9	132436925	132437425
chr9	132459088	132459588
chr9	132631325	132631825
chr9	132647544	132648044
chr9	132650351	132650851
chr9	132805780	132806280
chr9	133306594	133307094
chr9	133412891	133413391
chr9	133534535	133535035
chr9	133736155	133736655
chr9	133760421	133760921
chr9	134151354	134151854
chr9	134248189	134248689
chr9	134351209	134351709
chr9	134699142	134699642
chr9	135039714	135040214
chr9	135286053	135286553
chr9	135463665	135464165
chr9	135546502	135547002
chr9	136075389	136075889
chr9	136203175	136203675
chr9	136282181	136282681
chr9	136399368	136399868
chr9	136444128	136444628
chr9	136451013	136451513
chr9	136474671	136475171
chr9	136567074	136567574
chr9	136659112	136659612
chr9	136843921	136844421
chr9	136876010	136876510
chr9	136890964	136891464
chr9	137028218	137028718
chr9	137229227	137229727
chr9	137299191	137299691
chr9	137332817	137333317
chr9	137392049	137392549
chr9	137534860	137535360
chr9	137711963	137712463
chr9	137968111	137968611
chr9	138591284	138591784
chr9	138662498	138662998
chr9	138671609	138672109
chr9	138678109	138678609
chr9	139093921	139094421
chr9	139239777	139240277
chr9	139258524	139259024
chr9	139332781	139333281
chr9	139378611	139379111
chr9	139403903	139404403
chr9	139416616	139417116
chr9	139551206	139551706
chr9	139590325	139590825
chr9	139595346	139595846
chr9	139605801	139606301
chr9	139725218	139725718
chr9	139742191	139742691
chr9	139837917	139838417
chr9	139874238	139874738
chr9	139879490	139879990
chr9	139889813	139890313
chr9	139925198	139925698
chr9	139948907	139949407
chr9	140023248	140023748
chr9	140057563	140058063
chr9	140172114	140172614
chr9	140188304	140188804
chr9	140265426	140265926
chr9	140301839	140302339
chr9	140308895	140309395
chr9	140446654	140447154
chr9	140473503	140474003
chr9	140502459	140502959
chr9	140610942	140611442
chr9	140681121	140681621
chr9	140708853	140709353
chr9	141044651	141045151
chr10	457693	458193
chr10	466429	466929
chr10	518193	518693
chr10	529214	529714
chr10	650760	651260
chr10	670571	671071
chr10	676263	676763
chr10	3111151	3111651
chr10	3160889	3161389
chr10	3596476	3596976
chr10	3828790	3829290
chr10	5567123	5567623
chr10	5882304	5882804
chr10	5930415	5930915
chr10	6187521	6188021
chr10	6245976	6246476
chr10	6262648	6263148
chr10	6619908	6620408
chr10	7454877	7455377
chr10	8097375	8097875
chr10	11058943	11059443
chr10	11207179	11207679
chr10	11784908	11785408
chr10	12085737	12086237
chr10	12170726	12171226
chr10	12235833	12236333
chr10	13342878	13343378
chr10	13699063	13699563
chr10	13932483	13932983
chr10	15000773	15001273
chr10	15139966	15140466
chr10	16561605	16562105
chr10	21461629	21462129
chr10	21789199	21789699
chr10	22542208	22542708
chr10	22621851	22622351
chr10	22765709	22766209
chr10	23003656	23004156
chr10	23463801	23464301
chr10	23484198	23484698
chr10	23729337	23729837
chr10	23984883	23985383
chr10	25010464	25010964
chr10	26503608	26504108
chr10	26681135	26681635
chr10	26727062	26727562
chr10	27388576	27389076
chr10	27541298	27541798
chr10	27548169	27548669
chr10	27608675	27609175
chr10	28034183	28034683
chr10	29214052	29214552
chr10	30023573	30024073
chr10	31321484	31321984
chr10	31423210	31423710
chr10	31891690	31892190
chr10	35102625	35103125
chr10	35897019	35897519
chr10	35928502	35929002
chr10	36054123	36054623
chr10	38383701	38384201
chr10	42862954	42863454
chr10	43393977	43394477
chr10	43724029	43724529
chr10	43818075	43818575
chr10	43891047	43891547
chr10	43901581	43902081
chr10	43950385	43950885
chr10	44069360	44069860
chr10	44162851	44163351
chr10	44787812	44788312
chr10	44806146	44806646
chr10	44880715	44881215
chr10	45360675	45361175
chr10	45455296	45455796
chr10	45470023	45470523
chr10	45914375	45914875
chr10	45922832	45923332
chr10	46090372	46090872
chr10	46969992	46970492
chr10	48370606	48371106
chr10	49863621	49864121
chr10	50820096	50820596
chr10	50976348	50976848
chr10	51784595	51785095
chr10	62492286	62492786
chr10	63211996	63212496
chr10	65280371	65280871
chr10	70090556	70091056
chr10	70321131	70321631
chr10	70660026	70660526
chr10	71077447	71077947
chr10	71210617	71211117
chr10	71813819	71814319
chr10	72015278	72015778
chr10	72201066	72201566
chr10	72217631	72218131
chr10	72973576	72974076
chr10	73565570	73566070
chr10	73723212	73723712
chr10	73846307	73846807
chr10	74057110	74057610
chr10	74856859	74857359
chr10	75172412	75172912
chr10	75599261	75599761
chr10	76573196	76573696
chr10	76997393	76997893
chr10	77167129	77167629
chr10	79396096	79396596
chr10	80063281	80063781
chr10	80831071	80831571
chr10	81002110	81002610
chr10	81206453	81206953
chr10	81742729	81743229
chr10	81967182	81967682
chr10	82295502	82296002
chr10	83635321	83635821
chr10	85898559	85899059
chr10	85954700	85955200
chr10	88022641	88023141
chr10	88123425	88123925
chr10	88295706	88296206
chr10	88731040	88731540
chr10	89621273	89621773
chr10	90966056	90966556
chr10	91009826	91010326
chr10	93393168	93393668
chr10	94179816	94180316
chr10	94351857	94352357
chr10	94455194	94455694
chr10	94820027	94820527
chr10	95255134	95255634
chr10	95327730	95328230
chr10	95754348	95754848
chr10	97321425	97321925
chr10	97803872	97804372
chr10	98479726	98480226
chr10	99080312	99080812
chr10	99159815	99160315
chr10	99447197	99447697
chr10	99474585	99475085
chr10	100993157	100993657
chr10	101088511	101089011
chr10	101281442	101281942
chr10	101295663	101296163
chr10	101418369	101418869
chr10	101824962	101825462
chr10	101874822	101875322
chr10	101946572	101947072
chr10	102475307	102475807
chr10	102490844	102491344
chr10	102509117	102509617
chr10	102590126	102590626
chr10	102778605	102779105
chr10	102821489	102821989
chr10	102882978	102883478
chr10	102896011	102896511
chr10	102997535	102998035
chr10	103043991	103044491
chr10	103070292	103070792
chr10	103534137	103534637
chr10	103589414	103589914
chr10	103603167	103603667
chr10	103991853	103992353
chr10	104000255	104000755
chr10	104182529	104183029
chr10	104222984	104223484
chr10	104401322	104401822
chr10	104629539	104630039
chr10	104679316	104679816
chr10	105037629	105038129
chr10	105361785	105362285
chr10	105420686	105421186
chr10	105428006	105428506
chr10	106028043	106028543
chr10	111683276	111683776
chr10	111766588	111767088
chr10	112289948	112290448
chr10	113942784	113943284
chr10	114712116	114712616
chr10	115615374	115615874
chr10	115802359	115802859
chr10	118030233	118030733
chr10	118369580	118370080
chr10	118429431	118429931
chr10	118900162	118900662
chr10	118923352	118923852
chr10	119293918	119294418
chr10	119494494	119494994
chr10	120354693	120355193
chr10	120514950	120515450
chr10	120801662	120802162
chr10	121300979	121301479
chr10	121631155	121631655
chr10	121651504	121652004
chr10	121770982	121771482
chr10	122707011	122707511
chr10	123355117	123355617
chr10	123733528	123734028
chr10	123923351	123923851
chr10	125853652	125854152
chr10	126106319	126106819
chr10	126278299	126278799
chr10	126431315	126431815
chr10	126606621	126607121
chr10	126688052	126688552
chr10	126839792	126840292
chr10	126850725	126851225
chr10	127407128	127407628
chr10	128077156	128077656
chr10	128594610	128595110
chr10	129536911	129537411
chr10	129947229	129947729
chr10	130009059	130009559
chr10	130338196	130338696
chr10	130508444	130508944
chr10	131694675	131695175
chr10	131764191	131764691
chr10	131935521	131936021
chr10	133793427	133793927
chr10	133930596	133931096
chr10	134119448	134119948
chr10	134146178	134146678
chr10	134211368	134211868
chr10	134358034	134358534
chr10	134527743	134528243
chr10	134549624	134550124
chr10	134587671	134588171
chr10	134610236	134610736
chr10	134692852	134693352
chr10	134778184	134778684
chr10	134827131	134827631
chr10	134828985	134829485
chr10	134843966	134844466
chr10	134896511	134897011
chr10	134914477	134914977
chr10	134939967	134940467
chr10	134999622	135000122
chr10	135029239	135029739
chr10	135092470	135092970
chr10	135096517	135097017
chr10	135122992	135123492
chr10	135171646	135172146
chr10	135202602	135203102
chr10	135342756	135343256
chr11	235419	235919
chr11	281573	282073
chr11	287848	288348
chr11	316240	316740
chr11	355448	355948
chr11	397258	397758
chr11	507690	508190
chr11	536192	536692
chr11	556214	556714
chr11	615192	615692
chr11	628464	628964
chr11	640436	640936
chr11	661455	661955
chr11	694262	694762
chr11	721062	721562
chr11	725597	726097
chr11	746378	746878
chr11	830475	830975
chr11	849088	849588
chr11	926684	927184
chr11	1258147	1258647
chr11	1260084	1260584
chr11	1318852	1319352
chr11	1331391	1331891
chr11	1536730	1537230
chr11	1568441	1568941
chr11	1580206	1580706
chr11	1715348	1715848
chr11	1892038	1892538
chr11	1903079	1903579
chr11	1975040	1975540
chr11	1990900	1991400
chr11	2164952	2165452
chr11	2292605	2293105
chr11	2406712	2407212
chr11	2441571	2442071
chr11	2554604	2555104
chr11	2812916	2813416
chr11	2889389	2889889
chr11	2930290	2930790
chr11	3181575	3182075
chr11	3862856	3863356
chr11	6340946	6341446
chr11	7695212	7695712
chr11	8189727	8190227
chr11	8705284	8705784
chr11	9780593	9781093
chr11	10327854	10328354
chr11	10471501	10472001
chr11	10561726	10562226
chr11	10771994	10772494
chr11	12694915	12695415
chr11	13030331	13030831
chr11	13485274	13485774
chr11	13986067	13986567
chr11	14926472	14926972
chr11	14993453	14993953
chr11	16632554	16633054
chr11	17034344	17034844
chr11	17565767	17566267
chr11	17758057	17758557
chr11	18033630	18034130
chr11	18067717	18068217
chr11	18126797	18127297
chr11	18230620	18231120
chr11	18654812	18655312
chr11	18727321	18727821
chr11	19263913	19264413
chr11	20180609	20181109
chr11	20409756	20410256
chr11	20623198	20623698
chr11	22365363	22365863
chr11	22453801	22454301
chr11	27492641	27493141
chr11	30037673	30038173
chr11	30605559	30606059
chr11	31820061	31820561
chr11	31841744	31842244
chr11	31847133	31847633
chr11	32113395	32113895
chr11	32354761	32355261
chr11	32459762	32460262
chr11	33278158	33278658
chr11	33757977	33758477
chr11	33796393	33796893
chr11	33889858	33890358
chr11	35441876	35442376
chr11	35639130	35639630
chr11	35966143	35966643
chr11	43603991	43604491
chr11	44324876	44325376
chr11	44972549	44973049
chr11	44978616	44979116
chr11	45167119	45167619
chr11	45827116	45827616
chr11	46260765	46261265
chr11	46368377	46368877
chr11	46388906	46389406
chr11	46411625	46412125
chr11	46721480	46721980
chr11	46940359	46940859
chr11	47416358	47416858
chr11	47448705	47449205
chr11	47662578	47663078
chr11	49913820	49914320
chr11	56947947	56948447
chr11	57117316	57117816
chr11	57244182	57244682
chr11	57250447	57250947
chr11	57267007	57267507
chr11	57414401	57414901
chr11	58672352	58672852
chr11	58730812	58731312
chr11	58830064	58830564
chr11	59437202	59437702
chr11	59577091	59577591
chr11	60682553	60683053
chr11	61062752	61063252
chr11	61196422	61196922
chr11	61283865	61284365
chr11	61322733	61323233
chr11	61544728	61545228
chr11	61596497	61596997
chr11	61723245	61723745
chr11	61735761	61736261
chr11	62139622	62140122
chr11	62211990	62212490
chr11	62342229	62342729
chr11	62473954	62474454
chr11	62521871	62522371
chr11	62693975	62694475
chr11	63257879	63258379
chr11	63380644	63381144
chr11	63437802	63438302
chr11	63605615	63606115
chr11	63754415	63754915
chr11	63767059	63767559
chr11	63774847	63775347
chr11	63974330	63974830
chr11	63994090	63994590
chr11	64108823	64109323
chr11	64127431	64127931
chr11	64405452	64405952
chr11	64509434	64509934
chr11	64621208	64621708
chr11	64739011	64739511
chr11	64815041	64815541
chr11	64890135	64890635
chr11	65081438	65081938
chr11	65121439	65121939
chr11	65314344	65314844
chr11	65342214	65342714
chr11	65359293	65359793
chr11	65380583	65381083
chr11	65408345	65408845
chr11	65600570	65601070
chr11	65658970	65659470
chr11	65687601	65688101
chr11	66084593	66085093
chr11	66188131	66188631
chr11	66311170	66311670
chr11	66326640	66327140
chr11	66410926	66411426
chr11	66511304	66511804
chr11	66624621	66625121
chr11	66725004	66725504
chr11	66838919	66839419
chr11	67035676	67036176
chr11	67052395	67052895
chr11	67070308	67070808
chr11	67176446	67176946
chr11	67231799	67232299
chr11	67274660	67275160
chr11	67373651	67374151
chr11	67396345	67396845
chr11	67770427	67770927
chr11	67887478	67887978
chr11	67979012	67979512
chr11	68039801	68040301
chr11	68156810	68157310
chr11	68622609	68623109
chr11	68673608	68674108
chr11	68778570	68779070
chr11	68924691	68925191
chr11	69258150	69258650
chr11	69452137	69452637
chr11	69516932	69517432
chr11	70245289	70245789
chr11	70259280	70259780
chr11	70333767	70334267
chr11	70507829	70508329
chr11	70961674	70962174
chr11	71158515	71159015
chr11	71163098	71163598
chr11	71791886	71792386
chr11	71936248	71936748
chr11	71951816	71952316
chr11	72295168	72295668
chr11	72532113	72532613
chr11	72975470	72975970
chr11	73020453	73020953
chr11	73371801	73372301
chr11	73498448	73498948
chr11	73693203	73693703
chr11	74177676	74178176
chr11	75063225	75063725
chr11	75111994	75112494
chr11	75139408	75139908
chr11	75525212	75525712
chr11	75916772	75917272
chr11	75945904	75946404
chr11	76381950	76382450
chr11	76495417	76495917
chr11	76571464	76571964
chr11	76777070	76777570
chr11	76858729	76859229
chr11	77122737	77123237
chr11	77301361	77301861
chr11	77850983	77851483
chr11	77900065	77900565
chr11	78673008	78673508
chr11	86085694	86086194
chr11	87908744	87909244
chr11	88241211	88241711
chr11	92702790	92703290
chr11	93276815	93277315
chr11	93582875	93583375
chr11	94133727	94134227
chr11	94245047	94245547
chr11	94277895	94278395
chr11	94883336	94883836
chr11	94965254	94965754
chr11	102138925	102139425
chr11	107728450	107728950
chr11	109294520	109295020
chr11	109962741	109963241
chr11	111169305	111169805
chr11	111410933	111411433
chr11	111472224	111472724
chr11	111798052	111798552
chr11	113185833	113186333
chr11	113258444	113258944
chr11	113932134	113932634
chr11	113953621	113954121
chr11	115372575	115373075
chr11	115530998	115531498
chr11	116371183	116371683
chr11	116451160	116451660
chr11	116577640	116578140
chr11	116660912	116661412
chr11	116705482	116705982
chr11	117666135	117666635
chr11	118402236	118402736
chr11	118481236	118481736
chr11	118659306	118659806
chr11	118928375	118928875
chr11	119187948	119188448
chr11	119227097	119227597
chr11	119612592	119613092
chr11	120008047	120008547
chr11	120435823	120436323
chr11	122753887	122754387
chr11	123066427	123066927
chr11	124543885	124544385
chr11	124588584	124589084
chr11	124609053	124609553
chr11	124615890	124616390
chr11	124628868	124629368
chr11	124738070	124738570
chr11	125036244	125036744
chr11	125364638	125365138
chr11	125773793	125774293
chr11	126225856	126226356
chr11	128321662	128322162
chr11	128419199	128419699
chr11	128565104	128565604
chr11	128694085	128694585
chr11	129242459	129242959
chr11	129487960	129488460
chr11	129938437	129938937
chr11	130060044	130060544
chr11	130184949	130185449
chr11	130319735	130320235
chr11	131561357	131561857
chr11	132812663	132813163
chr11	133788972	133789472
chr11	133906736	133907236
chr11	133939351	133939851
chr11	133994710	133995210
chr11	134147060	134147560
chr11	134202285	134202785
chr11	134230228	134230728
chr12	213764	214264
chr12	247956	248456
chr12	679460	679960
chr12	752753	753253
chr12	1058982	1059482
chr12	1702139	1702639
chr12	1739787	1740287
chr12	1770702	1771202
chr12	1906278	1906778
chr12	2017134	2017634
chr12	2800140	2800640
chr12	3069461	3069961
chr12	3308813	3309313
chr12	4273820	4274320
chr12	4384867	4385367
chr12	4671310	4671810
chr12	4919274	4919774
chr12	5153013	5153513
chr12	5542896	5543396
chr12	5602588	5603088
chr12	6165442	6165942
chr12	6387155	6387655
chr12	6492890	6493390
chr12	6649678	6650178
chr12	6664926	6665426
chr12	6756002	6756502
chr12	6960006	6960506
chr12	7046238	7046738
chr12	7055650	7056150
chr12	7078501	7079001
chr12	9216829	9217329
chr12	9392460	9392960
chr12	9599916	9600416
chr12	10264076	10264576
chr12	12940214	12940714
chr12	13253550	13254050
chr12	14135127	14135627
chr12	14720749	14721249
chr12	14926378	14926878
chr12	21809989	21810489
chr12	22486336	22486836
chr12	22777489	22777989
chr12	24716957	24717457
chr12	25057100	25057600
chr12	25102108	25102608
chr12	25538133	25538633
chr12	26265559	26266059
chr12	27931790	27932290
chr12	28124024	28124524
chr12	30322764	30323264
chr12	30353916	30354416
chr12	30975886	30976386
chr12	32907375	32907875
chr12	33591264	33591764
chr12	34261237	34261737
chr12	34371628	34372128
chr12	39298249	39298749
chr12	39538384	39538884
chr12	41581656	41582156
chr12	43945220	43945720
chr12	46663555	46664055
chr12	46767635	46768135
chr12	47224413	47224913
chr12	47474678	47475178
chr12	48206722	48207222
chr12	48356696	48357196
chr12	48395869	48396369
chr12	48578362	48578862
chr12	48592478	48592978
chr12	49364165	49364665
chr12	49390618	49391118
chr12	49484102	49484602
chr12	49627288	49627788
chr12	49688874	49689374
chr12	49729592	49730092
chr12	49735720	49736220
chr12	49782966	49783466
chr12	49933124	49933624
chr12	49943287	49943787
chr12	50101443	50101943
chr12	50235639	50236139
chr12	50349080	50349580
chr12	50426553	50427053
chr12	50505139	50505639
chr12	51236634	51237134
chr12	51785780	51786280
chr12	52115411	52115911
chr12	52263128	52263628
chr12	52301302	52301802
chr12	52400968	52401468
chr12	52643983	52644483
chr12	52652519	52653019
chr12	52994773	52995273
chr12	53296443	53296943
chr12	53359193	53359693
chr12	53472315	53472815
chr12	53591255	53591755
chr12	53613217	53613717
chr12	53688728	53689228
chr12	53717634	53718134
chr12	53835796	53836296
chr12	53886063	53886563
chr12	54070626	54071126
chr12	54088712	54089212
chr12	54132149	54132649
chr12	54144563	54145063
chr12	54332306	54332806
chr12	54366816	54367316
chr12	54377697	54378197
chr12	54390826	54391326
chr12	54398413	54398913
chr12	54407927	54408427
chr12	54423428	54423928
chr12	54440643	54441143
chr12	54445877	54446377
chr12	54473306	54473806
chr12	54500628	54501128
chr12	54611596	54612096
chr12	54784901	54785401
chr12	56123518	56124018
chr12	56137784	56138284
chr12	56694181	56694681
chr12	57120478	57120978
chr12	57483798	57484298
chr12	57579321	57579821
chr12	57618770	57619270
chr12	57635107	57635607
chr12	57869076	57869576
chr12	58004381	58004881
chr12	58013172	58013672
chr12	58021295	58021795
chr12	58120910	58121410
chr12	58158356	58158856
chr12	62585269	62585769
chr12	64172949	64173449
chr12	64215500	64216000
chr12	64783011	64783511
chr12	65218746	65219246
chr12	65671892	65672392
chr12	66136121	66136621
chr12	66583196	66583696
chr12	68041167	68041667
chr12	72079290	72079790
chr12	72667684	72668184
chr12	75601582	75602082
chr12	76423635	76424135
chr12	77157019	77157519
chr12	81102035	81102535
chr12	81110726	81111226
chr12	81472070	81472570
chr12	85304201	85304701
chr12	85672379	85672879
chr12	88974461	88974961
chr12	89748669	89749169
chr12	93770966	93771466
chr12	93966964	93967464
chr12	94581157	94581657
chr12	95043052	95043552
chr12	95942907	95943407
chr12	96251521	96252021
chr12	96641798	96642298
chr12	96882787	96883287
chr12	98897105	98897605
